plant symbol,plant scientific name,plant common name,native states (separated by '*'),duration,growth habit,growth period,growth rate,moisture use,adapted to coarse soil,adapted to fine soil,adapted to medium soil,drought tolerance,shade tolerance,temp min (�F),foliage color,flower conspicuous,flower color,bloom period
SARU,Salicornia rubra,red swampfire,Connecticut*Northwest Territories*Quebec*Alberta*Yukon*Colorado*Nebraska*Saskatchewan*Nova Scotia*Iowa*Oregon*Michigan*Alaska*Kansas*Washington*South Dakota*Nevada*Minnesota*Utah*British Columbia*California*Montana*Wyoming*Manitoba*North Dakota*New Mexico*Idaho*,Annual*,Forb/herb*Subshrub*,Summer*Fall*,Rapid,Medium,Yes,No,Yes,Low,Intolerant,52,Green,No,Green,Mid Summer
SAAL,Salix alaxensis,feltleaf willow,British Columbia*Alaska*Northwest Territories*Nunavut*Quebec*Alberta*Yukon*Manitoba*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,None,Intolerant,-43,Green,No,Green,NA
SAAL2,Salix alba,white willow,New Hampshire*Ohio*Connecticut*Quebec*Virginia*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Nova Scotia*Iowa*Louisiana*Ontario*Michigan*New Jersey*Delaware*Kansas*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Arizona*Nevada*Vermont*Minnesota*Rhode Island*Pennsylvania*California*Missouri*Montana*Wyoming*North Carolina*West Virginia*Manitoba*New Brunswick*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Tree*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,Low,Intolerant,-33,Green,No,Yellow,Early Spring
SAAM2,Salix amygdaloides,peachleaf willow,Ohio*Quebec*Alberta*Kentucky*Colorado*Illinois*Nebraska*Saskatchewan*Iowa*Oregon*Ontario*Michigan*Oklahoma*Kansas*New York*Washington*South Dakota*Wisconsin*Arizona*Nevada*Minnesota*Utah*Pennsylvania*British Columbia*Texas*Missouri*Montana*Wyoming*Manitoba*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,High,Yes,No,Yes,Low,Intolerant,-33,Green,No,White,Late Spring
SAAR3,Salix arbusculoides,littletree willow,British Columbia*Alaska*Saskatchewan*Northwest Territories*Quebec*Nunavut*Alberta*Yukon*Manitoba*Ontario*,Perennial*,Shrub*Tree*,NA,NA,High,No,No,No,None,Intolerant,-33,NA,NA,NA,Late Spring
SABA3,Salix barclayi,Barclay's willow,British Columbia*Alaska*Colorado*Northwest Territories*Montana*Alberta*Washington*Yukon*Wyoming*Idaho*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,Low,Intolerant,-43,Green,No,White,NA
SABE2,Salix bebbiana,Bebb willow,New Hampshire*Ohio*Connecticut*Northwest Territories*Labrador*Quebec*Alberta*Yukon*Maine*Prince Edward Island*Massachusetts*Maryland*Colorado*Illinois*Nebraska*Saskatchewan*Newfoundland*Nova Scotia*Iowa*Oregon*Ontario*Michigan*New Jersey*Alaska*Nunavut*New York*Washington*South Dakota*Wisconsin*Arizona*Nevada*Vermont*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*California*Montana*Wyoming*New Brunswick*Manitoba*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,High,Yes,Yes,Yes,None,Intolerant,-4,Green,No,White,Mid Spring
SABO,Salix bonplandiana,Bonpland willow,Arizona*,Perennial*,Tree*,Spring*,Rapid,High,No,No,No,None,Tolerant,30,Yellow-Green,No,Yellow,Winter
SABR,Salix brachycarpa,shortfruit willow,British Columbia*Colorado*California*Utah*Saskatchewan*Northwest Territories*Quebec*Montana*Alberta*Washington*Wyoming*Yukon*Manitoba*Oregon*New Mexico*Idaho*Ontario*,Perennial*,Shrub*,NA,NA,High,Yes,No,Yes,Low,Tolerant,-21,NA,NA,NA,NA
SACA4,Salix candida,sageleaf willow,Ohio*Connecticut*Northwest Territories*Labrador*Quebec*Alberta*Yukon*Maine*Prince Edward Island*Massachusetts*Colorado*Illinois*Saskatchewan*Newfoundland*Nova Scotia*Iowa*Ontario*Michigan*New Jersey*Alaska*Nunavut*New York*Washington*South Dakota*Wisconsin*Vermont*Minnesota*Pennsylvania*British Columbia*Montana*Wyoming*New Brunswick*Manitoba*North Dakota*Indiana*Idaho*,Perennial*,Shrub*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,Low,Intermediate,-33,Green,No,Green,Late Spring
SACA5,Salix caroliniana,coastal plain willow,Ohio*South Carolina*Virginia*Kentucky*District of Columbia*Illinois*Maryland*Tennessee*Mississippi*Louisiana*Florida*Oklahoma*New Jersey*Delaware*Alabama*Kansas*Arkansas*Georgia*Pennsylvania*Texas*Missouri*North Carolina*West Virginia*Indiana*,Perennial*,Tree*,Spring*,Rapid,High,Yes,Yes,Yes,Medium,Intermediate,2,Green,No,Green,Early Spring
SACO2,Salix commutata,undergreen willow,British Columbia*Alaska*Northwest Territories*Montana*Alberta*Washington*Yukon*Oregon*Idaho*,Perennial*,Shrub*,NA,NA,High,No,Yes,Yes,Low,Intermediate,-38,NA,NA,NA,Late Spring
SADI,Salix discolor,pussy willow,New Hampshire*Ohio*Connecticut*Northwest Territories*Labrador*Quebec*Alberta*Virginia*Kentucky*Maine*Prince Edward Island*Massachusetts*Maryland*Colorado*Illinois*Saskatchewan*Newfoundland*Mississippi*Nova Scotia*Iowa*Ontario*Michigan*New Jersey*Delaware*New York*Wisconsin*South Dakota*Vermont*Minnesota*Rhode Island*Pennsylvania*British Columbia*Missouri*Montana*Wyoming*North Carolina*West Virginia*New Brunswick*Manitoba*North Dakota*Indiana*,Perennial*,Shrub*Tree*,Spring*,Rapid,High,Yes,Yes,Yes,Low,Tolerant,-33,Green,No,White,Winter
SADR,Salix drummondiana,Drummond's willow,British Columbia*Colorado*California*Saskatchewan*Northwest Territories*Montana*Alberta*Washington*Wyoming*Yukon*Nevada*Oregon*New Mexico*Idaho*Utah*,Perennial*,Shrub*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,Low,Intermediate,-28,Green,No,Yellow,Early Spring
SAER,Salix eriocephala,Missouri River willow,New Hampshire*Ohio*Connecticut*Quebec*Virginia*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Newfoundland*Nova Scotia*Iowa*Florida*Louisiana*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Wisconsin*Vermont*Minnesota*Rhode Island*Pennsylvania*Missouri*West Virginia*New Brunswick*Manitoba*North Dakota*Indiana*,Perennial*,Shrub*Tree*,Spring*,Rapid,High,No,Yes,Yes,Low,Tolerant,-38,Green,No,Green,Spring
SAEX,Salix exigua,narrowleaf willow,British Columbia*Texas*Colorado*California*Kansas*Saskatchewan*Montana*Alberta*Washington*Wyoming*Arizona*Nevada*Oregon*New Mexico*Idaho*Utah*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,High,Yes,No,Yes,Medium,Intermediate,-38,Green,No,Yellow,Early Spring
SAFU,Salix fuscescens,Alaska bog willow,Alaska*Nunavut*Northwest Territories*Yukon*Manitoba*,Perennial*,Shrub*Subshrub*,Year Round*,Rapid,High,Yes,No,Yes,None,Intermediate,40,Green,No,Purple,Summer
SAGL,Salix glauca,grayleaf willow,Northwest Territories*Labrador*Quebec*Alberta*Yukon*Colorado*Saskatchewan*Newfoundland*Nova Scotia*Oregon*Ontario*Alaska*Nunavut*Washington*Utah*British Columbia*Montana*Manitoba*Wyoming*New Mexico*Idaho*,Perennial*,Shrub*Tree*,NA,NA,High,No,Yes,Yes,None,Intermediate,24,NA,NA,NA,Early Summer
SAGO,Salix gooddingii,Goodding's willow,Texas*Colorado*California*Nevada*Arizona*New Mexico*Utah*,Perennial*,Tree*,Spring*Summer*,Rapid,High,Yes,No,Yes,Medium,Intolerant,-23,Green,No,Green,Early Spring
SAHA,Salix hastata,halberd willow,Yukon*Alaska*Northwest Territories*,Perennial*,Shrub*,NA,NA,High,No,No,No,None,Intolerant,-62,NA,NA,NA,Early Summer
SAHO,Salix hookeriana,dune willow,British Columbia*Alaska*California*Washington*Oregon*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,High,Yes,Yes,Yes,None,Intolerant,7,Green,Yes,Yellow,Early Spring
SAHU2,Salix humilis,prairie willow,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Labrador*Virginia*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Illinois*Maryland*Nebraska*Tennessee*Newfoundland*Mississippi*Nova Scotia*Iowa*Louisiana*Florida*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Wisconsin*Vermont*Minnesota*Rhode Island*Pennsylvania*Texas*Missouri*North Carolina*West Virginia*New Brunswick*Manitoba*North Dakota*Indiana*,Perennial*,Shrub*,Spring*Summer*,Rapid,High,Yes,No,Yes,Low,Intermediate,-43,Dark Green,No,Yellow,Spring
SAIN3,Salix interior,sandbar willow,Ohio*Connecticut*Northwest Territories*Quebec*Alberta*Virginia*Yukon*Kentucky*Maine*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Mississippi*Iowa*Louisiana*Ontario*Michigan*New Jersey*Alaska*Delaware*Kansas*Oklahoma*Arkansas*New York*Wisconsin*South Dakota*Vermont*Minnesota*Pennsylvania*British Columbia*Missouri*Montana*Wyoming*West Virginia*New Brunswick*Manitoba*North Dakota*Indiana*,Perennial*,Shrub*Tree*,Spring*,Rapid,High,No,Yes,No,Low,Intolerant,-62,Green,No,Green,Early Spring
SAIR,Salix irrorata,dewystem willow,Wyoming*New Mexico*Arizona*Colorado*,Perennial*,Shrub*,NA,NA,High,Yes,No,Yes,Medium,Intolerant,-50,NA,NA,NA,Early Spring
SALA6,Salix lasiolepis,arroyo willow,Texas*California*Washington*Nevada*Arizona*Oregon*New Mexico*Idaho*Utah*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,High,Yes,Yes,Yes,None,Intolerant,7,Green,No,NA,NA
SALE,Salix lemmonii,Lemmon's willow,British Columbia*Colorado*California*Montana*Wyoming*Washington*Nevada*Oregon*Idaho*,Perennial*,Shrub*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,Low,Intermediate,-28,Green,No,Yellow,Early Spring
SALI,Salix ligulifolia,strapleaf willow,Colorado*California*Montana*Wyoming*South Dakota*Nevada*Arizona*Oregon*New Mexico*Utah*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,High,Yes,Yes,Yes,None,Intolerant,7,Green,No,Yellow,NA
SALU,Salix lucida,shining willow,New Hampshire*Ohio*Connecticut*Northwest Territories*Labrador*Quebec*Alberta*Virginia*Yukon*Maine*Prince Edward Island*Massachusetts*Maryland*Colorado*Illinois*Saskatchewan*Newfoundland*Nova Scotia*Iowa*Oregon*Ontario*Michigan*New Jersey*Alaska*Delaware*Kansas*New York*Washington*South Dakota*Wisconsin*Arizona*Nevada*Vermont*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*California*Montana*Wyoming*West Virginia*New Brunswick*Manitoba*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,High,No,Yes,Yes,Low,Intermediate,-43,Yellow-Green,No,Yellow,Spring
SALUL,Salix lucida,Pacific willow,British Columbia*Alaska*Colorado*California*Saskatchewan*Northwest Territories*Montana*Alberta*Washington*Yukon*Arizona*Nevada*Oregon*New Mexico*Idaho*Utah*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,High,Yes,Yes,No,Low,Intolerant,-30,Green,No,Green,Spring
SAMO2,Salix monticola,park willow,Colorado*Arizona*Wyoming*New Mexico*Utah*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,Low,Yes,No,No,Medium,Intolerant,-38,Green,Yes,White,Late Spring
SANI,Salix nigra,black willow,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Virginia*Kentucky*Maine*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Nebraska*Tennessee*Mississippi*Iowa*Louisiana*Florida*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*Wisconsin*Vermont*Minnesota*Rhode Island*Pennsylvania*Texas*Missouri*North Carolina*West Virginia*New Brunswick*Manitoba*Indiana*,Perennial*,Tree*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,Low,Intolerant,-58,Green,No,White,Early Spring
SANI10,Salix niphoclada,barrenground willow,British Columbia*Alaska*Nunavut*Northwest Territories*Yukon*,Perennial*,Shrub*,Spring*Summer*,Moderate,High,Yes,Yes,Yes,None,Intolerant,-43,Green,No,White,NA
SAOR,Salix orestera,Sierra willow,Colorado*California*Nevada*Wyoming*Oregon*,Perennial*,Shrub*,Spring*Summer*,Rapid,High,Yes,No,Yes,Low,Intolerant,-23,Green,No,Yellow,Mid Spring
SAPL2,Salix planifolia,diamondleaf willow,New Hampshire*Northwest Territories*Labrador*Quebec*Alberta*Yukon*Maine*Colorado*Saskatchewan*Newfoundland*Oregon*Ontario*Michigan*Alaska*Nunavut*Washington*South Dakota*Wisconsin*Arizona*Nevada*Vermont*Minnesota*Utah*British Columbia*California*Montana*Manitoba*Wyoming*New Mexico*Idaho*,Perennial*,Shrub*Subshrub*Tree*,Spring*Summer*,Rapid,Medium,Yes,No,Yes,Low,Intolerant,-38,Green,No,Green,Late Spring
SAPO,Salix polaris,polar willow,British Columbia*Alaska*Nunavut*Northwest Territories*Yukon*,Perennial*,Shrub*Subshrub*,NA,NA,Medium,Yes,No,Yes,None,Intolerant,-62,NA,NA,NA,Spring
SAPR3,Salix prolixa,MacKenzie's willow,British Columbia*Alaska*California*Northwest Territories*Montana*Alberta*Washington*Wyoming*Yukon*Nevada*Oregon*Idaho*Utah*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,Low,Yes,No,No,Medium,Intolerant,-50,Green,Yes,White,Early Spring
SAPU15,Salix pulchra,tealeaf willow,British Columbia*Alaska*Nunavut*Northwest Territories*Yukon*,Perennial*,Shrub*Subshrub*Tree*,NA,NA,Low,No,Yes,Yes,None,Intolerant,-62,NA,NA,NA,Early Spring
SAPU2,Salix purpurea,purpleosier willow,New Hampshire*Ohio*Connecticut*Quebec*Virginia*Kentucky*Maine*Prince Edward Island*District of Columbia*Colorado*Illinois*Maryland*Newfoundland*Nova Scotia*Iowa*Ontario*Michigan*New Jersey*Delaware*Georgia*New York*Washington*Wisconsin*Vermont*Minnesota*Rhode Island*Pennsylvania*Missouri*North Carolina*West Virginia*New Brunswick*Massachusetts*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,High,Yes,Yes,Yes,None,Intolerant,-33,Green,No,NA,NA
SARI4,Salix richardsonii,Richardson's willow,British Columbia*Alaska*Northwest Territories*Nunavut*Yukon*Manitoba*,Perennial*,Shrub*Tree*,Spring*Summer*,Slow,Low,Yes,No,Yes,Medium,Intolerant,-38,Green,Yes,White,Early Summer
SARO2,Salix rotundifolia,least willow,Alaska*Northwest Territories*Montana*Yukon*Wyoming*,Perennial*,Shrub*Subshrub*,NA,NA,Low,Yes,No,Yes,Low,Intolerant,-30,NA,NA,NA,Spring
SASC,Salix scouleriana,Scouler's willow,British Columbia*Alaska*Colorado*California*Saskatchewan*Northwest Territories*Montana*Alberta*Washington*South Dakota*Yukon*Wyoming*Arizona*Nevada*Oregon*New Mexico*Idaho*Utah*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,Medium,Intermediate,-13,Green,Yes,Yellow,Early Spring
SASE10,Salix �sepulcralis,weeping willow,New Hampshire*Connecticut*South Carolina*Quebec*Virginia*Kentucky*District of Columbia*Illinois*Maryland*Tennessee*Mississippi*Iowa*Oregon*Louisiana*Florida*Ontario*Michigan*New Jersey*Alaska*Alabama*Delaware*Arkansas*New York*Wisconsin*Puerto Rico*Arizona*Nevada*Vermont*Utah*Pennsylvania*British Columbia*California*Missouri*North Carolina*West Virginia*Wyoming*New Mexico*Massachusetts*,Perennial*,Tree*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,Medium,Intolerant,-23,Green,No,Yellow,Early Spring
SASE3,Salix sessilifolia,northwest sandbar willow,California*British Columbia*Washington*Oregon*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,Medium,Yes,No,Yes,Medium,Intermediate,-33,Yellow-Green,No,White,Early Summer
SAFL2,Salix sessilifolia,northwest sandbar willow,California*British Columbia*Washington*Oregon*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,Medium,Yes,No,Yes,Medium,Intermediate,-33,Yellow-Green,No,White,Early Summer
SASI2,Salix sitchensis,Sitka willow,British Columbia*Alaska*California*Montana*Alberta*Washington*Oregon*Idaho*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,Medium,Intolerant,-18,Yellow-Green,No,White,NA
SATA,Salix taxifolia,yewleaf willow,New Mexico*Arizona*Texas*,Perennial*,Tree*,NA,NA,High,No,No,Yes,Medium,Intolerant,20,NA,NA,NA,Late Spring
SAAZG,Salvia azurea,pitcher sage,Ohio*Connecticut*Kentucky*Colorado*Illinois*Nebraska*Tennessee*Mississippi*Iowa*Louisiana*Michigan*Oklahoma*Alabama*Kansas*Arkansas*Georgia*New York*Wisconsin*Minnesota*Utah*Texas*Missouri*New Mexico*Indiana*,Perennial*,Forb/herb*,Spring*Summer*,Rapid,Medium,No,Yes,Yes,Low,Intolerant,-32,Green,Yes,Blue,Spring
SADO4,Salvia dorrii,purple sage,California*Washington*Nevada*Arizona*Oregon*Idaho*Utah*,Perennial*,Shrub*Subshrub*,Spring*Summer*,Moderate,Medium,Yes,No,Yes,Medium,Intolerant,-23,Green,No,Blue,Late Spring
SANIC4,Sambucus nigra,American black elderberry,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Virginia*Kentucky*Guam*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Nebraska*Tennessee*Virgin Islands*Mississippi*Nova Scotia*Iowa*Florida*Louisiana*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Wisconsin*Palau*Puerto Rico*Arizona*Vermont*Hawaii*Minnesota*Rhode Island*Pennsylvania*Texas*California*Missouri*Montana*Wyoming*North Carolina*West Virginia*New Brunswick*Manitoba*North Dakota*New Mexico*Indiana*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,Medium,No,No,Yes,Medium,Intolerant,-28,Green,Yes,White,Spring
SANIC5,Sambucus nigra,blue elderberry,British Columbia*Texas*Colorado*California*Montana*Wyoming*Washington*Arizona*Nevada*Oregon*New Mexico*Idaho*Utah*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,Low,Yes,No,Yes,High,Intermediate,-38,Green,Yes,White,Spring
SARAR3,Sambucus racemosa,red elderberry,New Hampshire*Ohio*Connecticut*Quebec*Alberta*Virginia*Yukon*Kentucky*Maine*Prince Edward Island*Massachusetts*Maryland*Colorado*Illinois*Saskatchewan*Tennessee*Newfoundland*Nova Scotia*Iowa*Oregon*Ontario*Michigan*New Jersey*Alaska*Georgia*New York*South Dakota*Washington*Wisconsin*Arizona*Nevada*Vermont*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*California*Missouri*Montana*Wyoming*North Carolina*West Virginia*New Brunswick*Manitoba*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,High,No,Yes,Yes,Low,Intermediate,-33,Green,Yes,White,Mid Summer
SAMI3,Sanguisorba minor,small burnet,Ohio*Connecticut*Quebec*Virginia*Kentucky*Maine*Indiana*Maryland*Colorado*Illinois*Nebraska*Tennessee*Nova Scotia*Oregon*Ontario*Michigan*New Jersey*Delaware*Alabama*New York*Washington*Wisconsin*Arizona*Nevada*Vermont*Rhode Island*Utah*Pennsylvania*British Columbia*Texas*California*Montana*North Carolina*West Virginia*New Brunswick*Wyoming*New Mexico*Massachusetts*Idaho*,Perennial*,Forb/herb*,Spring*,Moderate,Medium,Yes,Yes,Yes,Low,Intermediate,-33,Green,Yes,Red,Early Spring
SASAD,Sapindus saponaria,western soapberry,Oklahoma*Texas*Kansas*Colorado*Missouri*Arkansas*Arizona*New Mexico*Louisiana*,Perennial*,Shrub*Tree*,Summer*,Moderate,Low,Yes,Yes,Yes,High,Intolerant,-13,Green,Yes,White,Spring
SAOF4,Saponaria officinalis,bouncingbet,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Alberta*Virginia*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Newfoundland*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Arizona*Nevada*Vermont*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*Wyoming*North Carolina*West Virginia*New Brunswick*Manitoba*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Forb/herb*,Spring*Summer*,Moderate,Medium,Yes,No,Yes,High,Intermediate,-18,Green,Yes,Purple,Late Spring
SAVE4,Sarcobatus vermiculatus,greasewood,Texas*Colorado*California*Nebraska*Saskatchewan*Montana*Alberta*Washington*South Dakota*Wyoming*Arizona*Nevada*North Dakota*New Mexico*Oregon*Idaho*Utah*,Perennial*,Shrub*,Summer*,Rapid,Low,No,Yes,Yes,High,Intolerant,-38,Yellow-Green,No,Green,Spring
SAAL5,Sassafras albidum,sassafras,New Hampshire*Ohio*Connecticut*South Carolina*Virginia*Kentucky*Maine*Indiana*District of Columbia*Illinois*Maryland*Tennessee*Mississippi*Iowa*Louisiana*Florida*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*Wisconsin*Vermont*Rhode Island*Pennsylvania*Texas*Missouri*North Carolina*West Virginia*Massachusetts*,Perennial*,Shrub*Tree*,Spring*Summer*,Moderate,Low,Yes,No,Yes,High,Intolerant,-27,Green,Yes,Yellow,Late Spring
SCSE6,Scaevola sericea,beach naupaka,Hawaii*Palau*Florida*U.S. Minor Outlying Islands*,Perennial*,Shrub*,Year Round*,Moderate,Low,Yes,Yes,Yes,High,Intermediate,31,Green,Yes,White,Indeterminate
SCAR7,Schedonorus arundinaceus,tall fescue,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Alberta*Virginia*Yukon*Kentucky*Maine*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Newfoundland*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*New Jersey*Alaska*Alabama*Delaware*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Arizona*Nevada*Vermont*Hawaii*Minnesota*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*North Carolina*West Virginia*New Brunswick*Wyoming*New Mexico*Massachusetts*Idaho*,Perennial*,Graminoid*,Spring*Fall*,Rapid,Medium,No,Yes,Yes,Medium,Intermediate,-38,Green,No,Yellow,Late Spring
LOAR10,Schedonorus arundinaceus,tall fescue,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Alberta*Virginia*Yukon*Kentucky*Maine*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Newfoundland*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*New Jersey*Alaska*Alabama*Delaware*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Arizona*Nevada*Vermont*Hawaii*Minnesota*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*North Carolina*West Virginia*New Brunswick*Wyoming*New Mexico*Massachusetts*Idaho*,Perennial*,Graminoid*,Spring*Fall*,Rapid,Medium,No,Yes,Yes,Medium,Intermediate,-38,Green,No,Yellow,Late Spring
SCPR4,Schedonorus pratensis,meadow fescue,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Labrador*Alberta*Virginia*Yukon*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Newfoundland*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*New Jersey*Alaska*Alabama*Delaware*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Arizona*Nevada*Vermont*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*Wyoming*North Carolina*West Virginia*Manitoba*New Brunswick*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Graminoid*,Summer*Fall*,Moderate,Medium,No,No,Yes,Medium,Intermediate,-23,Green,No,Yellow,Early Summer
LOPR7,Schedonorus pratensis,meadow fescue,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Labrador*Alberta*Virginia*Yukon*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Newfoundland*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*New Jersey*Alaska*Alabama*Delaware*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Arizona*Nevada*Vermont*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*Wyoming*North Carolina*West Virginia*Manitoba*New Brunswick*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Graminoid*,Summer*Fall*,Moderate,Medium,No,No,Yes,Medium,Intermediate,-23,Green,No,Yellow,Early Summer
SCMO10,Schefflera morototonii,matchwood,Puerto Rico*Virgin Islands*,Perennial*,Tree*,Spring*Summer*Fall*,Rapid,High,Yes,Yes,Yes,Low,Intolerant,47,Green,Yes,White,Fall
SCTE,Schinus terebinthifolius,Brazilian peppertree,Texas*Alabama*California*U.S. Minor Outlying Islands*Puerto Rico*Virgin Islands*Guam*Hawaii*Florida*,Perennial*,Shrub*Tree*,Year Round*,Moderate,High,Yes,Yes,Yes,Low,Intolerant,28,Dark Green,Yes,White,Summer
SCSC,Schizachyrium scoparium,little bluestem,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Alberta*Virginia*Kentucky*Maine*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Mississippi*Nova Scotia*Iowa*Florida*Louisiana*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Arizona*Vermont*Hawaii*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*Wyoming*North Carolina*West Virginia*New Brunswick*Manitoba*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Graminoid*,Summer*Fall*,Moderate,Low,Yes,Yes,Yes,High,Intolerant,-38,Gray-Green,No,Yellow,Summer
SCSCD,Schizachyrium scoparium,little bluestem,Pennsylvania*Delaware*Alabama*Texas*Tennessee*Arkansas*Wisconsin*Kentucky*Mississippi*Louisiana*Florida*,Perennial*,Graminoid*,Summer*Fall*,Rapid,Medium,Yes,Yes,Yes,High,Intolerant,-3,Gray-Green,No,Yellow,Early Summer
